Note(start=0.000000, end=0.130435, pitch=62, velocity=81)
Note(start=18.391335, end=18.521770, pitch=74, velocity=92)
Note(start=18.521770, end=18.652205, pitch=77, velocity=92)
Note(start=18.652205, end=18.782640, pitch=79, velocity=92)
Note(start=18.782640, end=18.913075, pitch=72, velocity=92)
Note(start=18.913075, end=19.043510, pitch=72, velocity=92)
Note(start=19.043510, end=19.304380, pitch=86, velocity=92)
Note(start=19.304380, end=19.695685, pitch=81, velocity=92)
Note(start=19.695685, end=19.956555, pitch=80, velocity=92)
Note(start=19.956555, end=20.217425, pitch=79, velocity=92)
Note(start=20.217425, end=20.478295, pitch=77, velocity=92)
Note(start=20.478295, end=20.608730, pitch=74, velocity=92)
Note(start=20.608730, end=20.739165, pitch=77, velocity=92)
Note(start=20.739165, end=20.869600, pitch=79, velocity=92)
Note(start=20.869600, end=21.000035, pitch=71, velocity=92)
Note(start=21.000035, end=21.130470, pitch=71, velocity=92)
Note(start=21.130470, end=21.391340, pitch=86, velocity=92)
Note(start=21.391340, end=21.782645, pitch=81, velocity=92)
Note(start=21.782645, end=22.043515, pitch=80, velocity=92)
Note(start=22.043515, end=22.304385, pitch=79, velocity=92)
Note(start=22.304385, end=22.565255, pitch=77, velocity=92)
Note(start=22.565255, end=22.695690, pitch=74, velocity=92)
Note(start=22.695690, end=22.826125, pitch=77, velocity=92)
Note(start=22.826125, end=22.956560, pitch=79, velocity=92)
Note(start=22.956560, end=23.086995, pitch=70, velocity=92)
Note(start=23.086995, end=23.217430, pitch=70, velocity=92)
Note(start=23.217430, end=23.478300, pitch=86, velocity=92)
Note(start=23.478300, end=23.869605, pitch=81, velocity=92)
Note(start=23.869605, end=24.130475, pitch=80, velocity=92)
Note(start=24.130475, end=24.391345, pitch=79, velocity=92)
Note(start=24.391345, end=24.652215, pitch=77, velocity=92)
Note(start=24.652215, end=24.782650, pitch=74, velocity=92)
Note(start=24.782650, end=24.913085, pitch=77, velocity=92)
Note(start=24.913085, end=25.043520, pitch=79, velocity=92)
Note(start=25.043520, end=25.173955, pitch=74, velocity=92)
Note(start=25.173955, end=25.304390, pitch=74, velocity=92)
Note(start=25.304390, end=25.565260, pitch=86, velocity=92)
Note(start=25.565260, end=25.956565, pitch=81, velocity=92)
Note(start=25.956565, end=26.217435, pitch=80, velocity=92)
Note(start=26.217435, end=26.478305, pitch=79, velocity=92)
Note(start=26.478305, end=26.739175, pitch=77, velocity=92)
Note(start=26.739175, end=26.869610, pitch=74, velocity=92)
Note(start=26.869610, end=27.000045, pitch=77, velocity=92)
Note(start=27.000045, end=27.130480, pitch=79, velocity=92)
Note(start=27.130480, end=27.260915, pitch=72, velocity=92)
Note(start=27.260915, end=27.391350, pitch=72, velocity=92)
Note(start=27.391350, end=27.652220, pitch=86, velocity=92)
Note(start=27.652220, end=28.043525, pitch=81, velocity=92)
Note(start=28.043525, end=28.304395, pitch=80, velocity=92)
Note(start=28.304395, end=28.565265, pitch=79, velocity=92)
Note(start=28.565265, end=28.826135, pitch=77, velocity=92)
Note(start=28.826135, end=28.956570, pitch=74, velocity=92)
Note(start=28.956570, end=29.087005, pitch=77, velocity=92)
Note(start=29.087005, end=29.217440, pitch=79, velocity=92)
Note(start=29.217440, end=29.347875, pitch=71, velocity=92)
Note(start=29.347875, end=29.478310, pitch=71, velocity=92)
Note(start=29.478310, end=29.739180, pitch=86, velocity=92)
Note(start=29.739180, end=30.130485, pitch=81, velocity=92)
Note(start=30.130485, end=30.391355, pitch=80, velocity=92)
Note(start=30.391355, end=30.652225, pitch=79, velocity=92)
Note(start=30.652225, end=30.913095, pitch=77, velocity=92)
Note(start=30.913095, end=31.043530, pitch=74, velocity=92)
Note(start=31.043530, end=31.173965, pitch=77, velocity=92)
Note(start=31.173965, end=31.304400, pitch=79, velocity=92)
Note(start=31.304400, end=31.434835, pitch=70, velocity=92)
Note(start=31.434835, end=31.565270, pitch=70, velocity=92)
Note(start=31.565270, end=31.826140, pitch=86, velocity=92)
Note(start=31.826140, end=32.217445, pitch=81, velocity=92)
Note(start=32.217445, end=32.478315, pitch=80, velocity=92)
Note(start=32.478315, end=32.739185, pitch=79, velocity=92)
Note(start=32.739185, end=33.000055, pitch=77, velocity=92)
Note(start=33.000055, end=33.130490, pitch=74, velocity=92)
Note(start=33.130490, end=33.260925, pitch=77, velocity=92)
Note(start=33.260925, end=33.391360, pitch=79, velocity=92)
Note(start=33.391360, end=33.521795, pitch=77, velocity=92)
Note(start=33.652230, end=33.782665, pitch=77, velocity=92)
Note(start=33.782665, end=34.043535, pitch=77, velocity=92)
Note(start=34.043535, end=34.304405, pitch=77, velocity=92)
Note(start=34.304405, end=34.565275, pitch=77, velocity=92)
Note(start=34.565275, end=34.826145, pitch=74, velocity=92)
Note(start=34.826145, end=35.478320, pitch=74, velocity=92)
Note(start=35.478320, end=35.739190, pitch=77, velocity=92)
Note(start=35.739190, end=35.869625, pitch=77, velocity=92)
Note(start=35.869625, end=36.130495, pitch=77, velocity=92)
Note(start=36.130495, end=36.391365, pitch=79, velocity=92)
Note(start=36.391365, end=36.652235, pitch=80, velocity=92)
Note(start=36.652235, end=36.782670, pitch=79, velocity=92)
Note(start=36.782670, end=36.913105, pitch=77, velocity=92)
Note(start=36.913105, end=37.043540, pitch=74, velocity=92)
Note(start=37.043540, end=37.173975, pitch=77, velocity=92)
Note(start=37.173975, end=37.565280, pitch=79, velocity=92)
Note(start=37.565280, end=37.695715, pitch=77, velocity=92)
Note(start=37.826150, end=37.956585, pitch=77, velocity=92)
Note(start=37.956585, end=38.217455, pitch=77, velocity=92)
Note(start=38.217455, end=38.478325, pitch=79, velocity=92)
Note(start=38.478325, end=38.739195, pitch=80, velocity=92)
Note(start=38.739195, end=39.000065, pitch=81, velocity=92)
Note(start=39.000065, end=39.130500, pitch=84, velocity=92)
Note(start=39.260935, end=39.652240, pitch=81, velocity=92)
Note(start=39.652240, end=39.913110, pitch=86, velocity=92)
Note(start=39.913110, end=40.173980, pitch=86, velocity=92)
Note(start=40.173980, end=40.304415, pitch=86, velocity=92)
Note(start=40.304415, end=40.434850, pitch=81, velocity=92)
Note(start=40.434850, end=40.565285, pitch=86, velocity=92)
Note(start=40.565285, end=41.739200, pitch=84, velocity=92)
Note(start=41.739200, end=41.869635, pitch=77, velocity=92)
Note(start=41.739200, end=41.869635, pitch=81, velocity=92)
Note(start=42.000070, end=42.130505, pitch=81, velocity=92)
Note(start=42.000070, end=42.130505, pitch=77, velocity=92)
Note(start=42.130505, end=42.391375, pitch=81, velocity=92)
Note(start=42.130505, end=42.391375, pitch=77, velocity=92)
Note(start=42.391375, end=42.652245, pitch=81, velocity=92)
Note(start=42.391375, end=42.652245, pitch=77, velocity=92)
Note(start=42.652245, end=42.913115, pitch=81, velocity=92)
Note(start=42.652245, end=42.913115, pitch=77, velocity=92)
Note(start=42.913115, end=43.173985, pitch=79, velocity=92)
Note(start=42.913115, end=43.173985, pitch=74, velocity=92)
Note(start=43.173985, end=43.826160, pitch=79, velocity=92)
Note(start=43.173985, end=43.826160, pitch=74, velocity=92)
Note(start=43.826160, end=43.956595, pitch=77, velocity=92)
Note(start=43.826160, end=43.956595, pitch=81, velocity=92)
Note(start=44.087030, end=44.217465, pitch=81, velocity=92)
Note(start=44.087030, end=44.217465, pitch=77, velocity=92)
Note(start=44.217465, end=44.478335, pitch=81, velocity=92)
Note(start=44.217465, end=44.478335, pitch=77, velocity=92)
Note(start=44.478335, end=44.739205, pitch=81, velocity=92)
Note(start=44.478335, end=44.739205, pitch=77, velocity=92)
Note(start=44.739205, end=45.000075, pitch=79, velocity=92)
Note(start=44.739205, end=45.000075, pitch=74, velocity=92)
Note(start=45.000075, end=45.260945, pitch=81, velocity=92)
Note(start=45.000075, end=45.260945, pitch=77, velocity=92)
Note(start=45.260945, end=45.521815, pitch=86, velocity=92)
Note(start=45.260945, end=45.521815, pitch=81, velocity=92)
Note(start=45.521815, end=45.652250, pitch=81, velocity=92)
Note(start=45.521815, end=45.652250, pitch=77, velocity=92)
Note(start=45.652250, end=45.913120, pitch=79, velocity=92)
Note(start=45.652250, end=45.913120, pitch=74, velocity=92)
Note(start=45.913120, end=46.173990, pitch=77, velocity=92)
Note(start=45.913120, end=46.173990, pitch=86, velocity=92)
Note(start=46.173990, end=46.434860, pitch=77, velocity=92)
Note(start=46.173990, end=46.434860, pitch=81, velocity=92)
Note(start=46.434860, end=46.695730, pitch=74, velocity=92)
Note(start=46.434860, end=46.695730, pitch=79, velocity=92)
Note(start=46.695730, end=46.956600, pitch=74, velocity=92)
Note(start=46.695730, end=46.956600, pitch=77, velocity=92)
Note(start=46.956600, end=47.217470, pitch=84, velocity=92)
Note(start=46.956600, end=47.217470, pitch=77, velocity=92)
Note(start=47.217470, end=47.478340, pitch=77, velocity=92)
Note(start=47.217470, end=47.478340, pitch=79, velocity=92)
Note(start=47.478340, end=47.739210, pitch=74, velocity=92)
Note(start=47.478340, end=47.739210, pitch=77, velocity=92)
Note(start=47.739210, end=48.000080, pitch=76, velocity=92)
Note(start=47.739210, end=48.000080, pitch=74, velocity=92)
Note(start=48.000080, end=48.260950, pitch=70, velocity=92)
Note(start=48.260950, end=48.391385, pitch=72, velocity=92)
Note(start=48.391385, end=48.521820, pitch=74, velocity=92)
Note(start=48.652255, end=48.913125, pitch=70, velocity=92)
Note(start=48.652255, end=48.913125, pitch=77, velocity=92)
Note(start=48.913125, end=50.087040, pitch=84, velocity=92)
Note(start=48.913125, end=50.087040, pitch=76, velocity=92)
Note(start=48.913125, end=50.087040, pitch=72, velocity=92)
Note(start=51.130520, end=51.260955, pitch=77, velocity=92)
Note(start=51.260955, end=51.391390, pitch=74, velocity=92)
Note(start=51.391390, end=51.521825, pitch=77, velocity=92)
Note(start=51.521825, end=51.652260, pitch=79, velocity=92)
Note(start=51.652260, end=51.782695, pitch=80, velocity=92)
Note(start=51.782695, end=51.913130, pitch=79, velocity=92)
Note(start=51.913130, end=52.043565, pitch=77, velocity=92)
Note(start=52.043565, end=52.174000, pitch=74, velocity=92)
Note(start=52.174000, end=52.239217, pitch=80, velocity=92)
Note(start=52.239217, end=52.304435, pitch=79, velocity=92)
Note(start=52.304435, end=52.369652, pitch=77, velocity=92)
Note(start=52.369652, end=52.434870, pitch=74, velocity=92)
Note(start=52.434870, end=52.565305, pitch=77, velocity=92)
Note(start=52.695740, end=53.739220, pitch=72, velocity=92)
Note(start=52.695740, end=53.739220, pitch=79, velocity=92)
Note(start=53.869655, end=54.130525, pitch=80, velocity=92)
Note(start=54.130525, end=54.260960, pitch=81, velocity=92)
Note(start=54.260960, end=54.391395, pitch=84, velocity=92)
Note(start=54.521830, end=54.652265, pitch=81, velocity=92)
Note(start=54.652265, end=54.782700, pitch=80, velocity=92)
Note(start=54.782700, end=54.913135, pitch=79, velocity=92)
Note(start=54.913135, end=55.043570, pitch=77, velocity=92)
Note(start=55.043570, end=55.174005, pitch=74, velocity=92)
Note(start=55.174005, end=55.304440, pitch=76, velocity=92)
Note(start=55.304440, end=55.565310, pitch=77, velocity=92)
Note(start=55.565310, end=55.826180, pitch=79, velocity=92)
Note(start=55.826180, end=56.087050, pitch=81, velocity=92)
Note(start=56.087050, end=56.347920, pitch=84, velocity=92)
Note(start=56.347920, end=56.608790, pitch=85, velocity=92)
Note(start=56.347920, end=56.608790, pitch=73, velocity=92)
Note(start=56.608790, end=56.869660, pitch=80, velocity=92)
Note(start=56.869660, end=57.000095, pitch=80, velocity=92)
Note(start=57.000095, end=57.130530, pitch=79, velocity=92)
Note(start=57.130530, end=57.260965, pitch=77, velocity=92)
Note(start=57.260965, end=58.434880, pitch=75, velocity=92)
Note(start=57.260965, end=58.434880, pitch=79, velocity=92)
Note(start=58.434880, end=58.695750, pitch=65, velocity=92)
Note(start=58.695750, end=58.956620, pitch=67, velocity=92)
Note(start=58.956620, end=59.217490, pitch=69, velocity=92)
Note(start=58.956620, end=59.217490, pitch=65, velocity=92)
Note(start=59.217490, end=59.478360, pitch=77, velocity=92)
Note(start=59.478360, end=60.000100, pitch=76, velocity=92)
Note(start=59.478360, end=60.000100, pitch=72, velocity=92)
Note(start=60.000100, end=60.521840, pitch=69, velocity=92)
Note(start=60.000100, end=60.521840, pitch=74, velocity=92)
Note(start=60.521840, end=61.043580, pitch=67, velocity=92)
Note(start=60.521840, end=61.043580, pitch=76, velocity=92)
Note(start=61.043580, end=61.565320, pitch=77, velocity=92)
Note(start=61.043580, end=61.565320, pitch=69, velocity=92)
Note(start=61.565320, end=62.087060, pitch=79, velocity=92)
Note(start=61.565320, end=62.087060, pitch=72, velocity=92)
Note(start=62.087060, end=62.608800, pitch=69, velocity=92)
Note(start=62.087060, end=62.608800, pitch=76, velocity=92)
Note(start=62.608800, end=63.652280, pitch=74, velocity=92)
Note(start=62.608800, end=63.652280, pitch=81, velocity=92)
Note(start=63.652280, end=63.782715, pitch=81, velocity=92)
Note(start=63.782715, end=63.913150, pitch=80, velocity=92)
Note(start=63.913150, end=64.043585, pitch=79, velocity=92)
Note(start=64.043585, end=64.174020, pitch=78, velocity=92)
Note(start=64.174020, end=64.304455, pitch=77, velocity=92)
Note(start=64.304455, end=64.434890, pitch=76, velocity=92)
Note(start=64.434890, end=64.565325, pitch=75, velocity=92)
Note(start=64.565325, end=64.695760, pitch=74, velocity=92)
Note(start=64.695760, end=65.608805, pitch=73, velocity=92)
Note(start=64.695760, end=65.608805, pitch=68, velocity=92)
Note(start=65.608805, end=66.782720, pitch=75, velocity=92)
Note(start=65.608805, end=66.782720, pitch=70, velocity=92)
Note(start=67.826200, end=67.956635, pitch=77, velocity=92)
Note(start=67.956635, end=68.087070, pitch=74, velocity=92)
Note(start=68.087070, end=68.217505, pitch=77, velocity=92)
Note(start=68.217505, end=68.347940, pitch=79, velocity=92)
Note(start=68.347940, end=68.478375, pitch=80, velocity=92)
Note(start=68.478375, end=68.608810, pitch=79, velocity=92)
Note(start=68.608810, end=68.739245, pitch=77, velocity=92)
Note(start=68.739245, end=68.869680, pitch=74, velocity=92)
Note(start=68.869680, end=68.934897, pitch=80, velocity=92)
Note(start=68.934897, end=69.000115, pitch=79, velocity=92)
Note(start=69.000115, end=69.065332, pitch=77, velocity=92)
Note(start=69.065332, end=69.130550, pitch=74, velocity=92)
Note(start=69.130550, end=69.260985, pitch=77, velocity=92)
Note(start=69.391420, end=70.434900, pitch=79, velocity=92)
Note(start=69.391420, end=70.434900, pitch=72, velocity=92)
Note(start=70.565335, end=70.826205, pitch=80, velocity=92)
Note(start=70.826205, end=70.956640, pitch=81, velocity=92)
Note(start=70.956640, end=71.087075, pitch=84, velocity=92)
Note(start=71.217510, end=71.347945, pitch=81, velocity=92)
Note(start=71.347945, end=71.478380, pitch=80, velocity=92)
Note(start=71.478380, end=71.608815, pitch=79, velocity=92)
Note(start=71.608815, end=71.739250, pitch=77, velocity=92)
Note(start=71.739250, end=71.869685, pitch=74, velocity=92)
Note(start=71.869685, end=72.000120, pitch=76, velocity=92)
Note(start=72.000120, end=72.260990, pitch=77, velocity=92)
Note(start=72.260990, end=72.521860, pitch=79, velocity=92)
Note(start=72.521860, end=72.782730, pitch=81, velocity=92)
Note(start=72.782730, end=73.043600, pitch=84, velocity=92)
Note(start=73.043600, end=73.304470, pitch=73, velocity=92)
Note(start=73.043600, end=73.304470, pitch=85, velocity=92)
Note(start=73.304470, end=73.565340, pitch=80, velocity=92)
Note(start=73.565340, end=73.695775, pitch=80, velocity=92)
Note(start=73.695775, end=73.826210, pitch=79, velocity=92)
Note(start=73.826210, end=73.956645, pitch=77, velocity=92)
Note(start=73.956645, end=75.130560, pitch=75, velocity=92)
Note(start=73.956645, end=75.130560, pitch=79, velocity=92)
Note(start=75.130560, end=75.391430, pitch=65, velocity=92)
Note(start=75.391430, end=75.652300, pitch=67, velocity=92)
Note(start=75.652300, end=75.913170, pitch=69, velocity=92)
Note(start=75.652300, end=75.913170, pitch=65, velocity=92)
Note(start=75.913170, end=76.174040, pitch=77, velocity=92)
Note(start=76.174040, end=76.695780, pitch=76, velocity=92)
Note(start=76.174040, end=76.695780, pitch=72, velocity=92)
Note(start=76.695780, end=77.217520, pitch=69, velocity=92)
Note(start=76.695780, end=77.217520, pitch=74, velocity=92)
Note(start=77.217520, end=77.739260, pitch=67, velocity=92)
Note(start=77.217520, end=77.739260, pitch=76, velocity=92)
Note(start=77.739260, end=78.261000, pitch=77, velocity=92)
Note(start=77.739260, end=78.261000, pitch=69, velocity=92)
Note(start=78.261000, end=78.782740, pitch=79, velocity=92)
Note(start=78.261000, end=78.782740, pitch=72, velocity=92)
Note(start=78.782740, end=79.304480, pitch=69, velocity=92)
Note(start=78.782740, end=79.304480, pitch=76, velocity=92)
Note(start=79.304480, end=80.347960, pitch=74, velocity=92)
Note(start=79.304480, end=80.347960, pitch=81, velocity=92)
Note(start=80.347960, end=80.478395, pitch=81, velocity=92)
Note(start=80.478395, end=80.608830, pitch=80, velocity=92)
Note(start=80.608830, end=80.739265, pitch=79, velocity=92)
Note(start=80.739265, end=80.869700, pitch=78, velocity=92)
Note(start=80.869700, end=81.000135, pitch=77, velocity=92)
Note(start=81.000135, end=81.130570, pitch=76, velocity=92)
Note(start=81.130570, end=81.261005, pitch=75, velocity=92)
Note(start=81.261005, end=81.391440, pitch=74, velocity=92)
Note(start=81.391440, end=82.304485, pitch=68, velocity=92)
Note(start=81.391440, end=82.304485, pitch=73, velocity=92)
Note(start=82.304485, end=83.478400, pitch=70, velocity=92)
Note(start=82.304485, end=83.478400, pitch=75, velocity=92)
Note(start=83.478400, end=85.043620, pitch=58, velocity=104)
Note(start=85.043620, end=85.565360, pitch=65, velocity=104)
Note(start=85.565360, end=86.608840, pitch=64, velocity=104)
Note(start=86.608840, end=87.652320, pitch=62, velocity=104)
Note(start=87.652320, end=89.739280, pitch=65, velocity=104)
Note(start=91.826240, end=93.391460, pitch=58, velocity=104)
Note(start=93.391460, end=93.913200, pitch=65, velocity=104)
Note(start=93.913200, end=94.956680, pitch=64, velocity=104)
Note(start=94.956680, end=96.000160, pitch=62, velocity=104)
Note(start=96.000160, end=98.087120, pitch=62, velocity=104)
Note(start=100.174080, end=100.304515, pitch=62, velocity=104)
Note(start=100.304515, end=100.434950, pitch=62, velocity=104)
Note(start=100.434950, end=100.695820, pitch=74, velocity=104)
Note(start=100.695820, end=101.087125, pitch=69, velocity=104)
Note(start=101.087125, end=101.347995, pitch=68, velocity=104)
Note(start=101.347995, end=101.608865, pitch=67, velocity=104)
Note(start=101.608865, end=101.869735, pitch=65, velocity=104)
Note(start=101.869735, end=102.000170, pitch=62, velocity=104)
Note(start=102.000170, end=102.130605, pitch=65, velocity=104)
Note(start=102.130605, end=102.261040, pitch=67, velocity=104)
Note(start=102.261040, end=102.391475, pitch=60, velocity=104)
Note(start=102.391475, end=102.521910, pitch=60, velocity=104)
Note(start=102.521910, end=102.782780, pitch=74, velocity=104)
Note(start=102.782780, end=103.174085, pitch=69, velocity=104)
Note(start=103.174085, end=103.434955, pitch=68, velocity=104)
Note(start=103.434955, end=103.695825, pitch=67, velocity=104)
Note(start=103.695825, end=103.956695, pitch=65, velocity=104)
Note(start=103.956695, end=104.087130, pitch=62, velocity=104)
Note(start=104.087130, end=104.217565, pitch=65, velocity=104)
Note(start=104.217565, end=104.348000, pitch=67, velocity=104)
Note(start=104.348000, end=104.478435, pitch=59, velocity=104)
Note(start=104.478435, end=104.608870, pitch=59, velocity=104)
Note(start=104.608870, end=104.869740, pitch=74, velocity=104)
Note(start=104.869740, end=105.261045, pitch=69, velocity=104)
Note(start=105.261045, end=105.521915, pitch=68, velocity=104)
Note(start=105.521915, end=105.782785, pitch=67, velocity=104)
Note(start=105.782785, end=106.043655, pitch=65, velocity=104)
Note(start=106.043655, end=106.174090, pitch=62, velocity=104)
Note(start=106.174090, end=106.304525, pitch=65, velocity=104)
Note(start=106.304525, end=106.434960, pitch=67, velocity=104)
Note(start=106.434960, end=106.565395, pitch=59, velocity=104)
Note(start=106.565395, end=106.695830, pitch=59, velocity=104)
Note(start=106.695830, end=106.956700, pitch=74, velocity=104)
Note(start=106.956700, end=107.348005, pitch=69, velocity=104)
Note(start=107.348005, end=107.608875, pitch=68, velocity=104)
Note(start=107.608875, end=107.869745, pitch=67, velocity=104)
Note(start=107.869745, end=108.130615, pitch=65, velocity=104)
Note(start=108.130615, end=108.261050, pitch=62, velocity=104)
Note(start=108.261050, end=108.391485, pitch=65, velocity=104)
Note(start=108.391485, end=108.521920, pitch=67, velocity=104)
Note(start=108.521920, end=108.652355, pitch=62, velocity=104)
Note(start=108.652355, end=108.782790, pitch=62, velocity=104)
Note(start=108.782790, end=109.043660, pitch=74, velocity=104)
Note(start=109.043660, end=109.434965, pitch=69, velocity=104)
Note(start=109.434965, end=109.695835, pitch=68, velocity=104)
Note(start=109.695835, end=109.956705, pitch=67, velocity=104)
Note(start=109.956705, end=110.217575, pitch=65, velocity=104)
Note(start=110.217575, end=110.348010, pitch=62, velocity=104)
Note(start=110.348010, end=110.478445, pitch=65, velocity=104)
Note(start=110.478445, end=110.608880, pitch=67, velocity=104)
Note(start=110.608880, end=110.739315, pitch=60, velocity=104)
Note(start=110.739315, end=110.869750, pitch=60, velocity=104)
Note(start=110.869750, end=111.130620, pitch=74, velocity=104)
Note(start=111.130620, end=111.521925, pitch=69, velocity=104)
Note(start=111.521925, end=111.782795, pitch=68, velocity=104)
Note(start=111.782795, end=112.043665, pitch=67, velocity=104)
Note(start=112.043665, end=112.304535, pitch=65, velocity=104)
Note(start=112.304535, end=112.434970, pitch=62, velocity=104)
Note(start=112.434970, end=112.565405, pitch=65, velocity=104)
Note(start=112.565405, end=112.695840, pitch=67, velocity=104)
Note(start=112.956710, end=113.152362, pitch=74, velocity=104)
Note(start=112.956710, end=113.217580, pitch=77, velocity=104)
Note(start=113.217580, end=113.348015, pitch=76, velocity=104)
Note(start=113.217580, end=113.348015, pitch=69, velocity=104)
Note(start=113.608885, end=113.869755, pitch=68, velocity=104)
Note(start=113.608885, end=113.869755, pitch=72, velocity=104)
Note(start=113.869755, end=114.000190, pitch=76, velocity=104)
Note(start=113.869755, end=114.000190, pitch=67, velocity=104)
Note(start=114.130625, end=114.391495, pitch=65, velocity=104)
Note(start=114.130625, end=114.391495, pitch=74, velocity=104)
Note(start=114.391495, end=114.521930, pitch=69, velocity=104)
Note(start=114.391495, end=114.521930, pitch=60, velocity=104)
Note(start=114.521930, end=114.652365, pitch=72, velocity=104)
Note(start=114.521930, end=114.652365, pitch=64, velocity=104)
