Note(start=0.279545, end=1.777273, pitch=67, velocity=80)
Note(start=24.554545, end=25.252273, pitch=55, velocity=80)
Note(start=23.870455, end=25.263636, pitch=43, velocity=80)
Note(start=24.565909, end=26.922727, pitch=67, velocity=80)
Note(start=26.052273, end=27.075000, pitch=50, velocity=80)
Note(start=26.063636, end=27.086364, pitch=55, velocity=80)
Note(start=27.120455, end=27.956818, pitch=66, velocity=80)
Note(start=27.538636, end=28.281818, pitch=50, velocity=80)
Note(start=28.143182, end=28.304545, pitch=79, velocity=80)
Note(start=27.609091, end=28.431818, pitch=55, velocity=80)
Note(start=28.120455, end=29.268182, pitch=67, velocity=80)
Note(start=29.256818, end=29.488636, pitch=55, velocity=80)
Note(start=29.234091, end=29.593182, pitch=65, velocity=80)
Note(start=29.234091, end=29.686364, pitch=69, velocity=80)
Note(start=25.565909, end=29.813636, pitch=43, velocity=80)
Note(start=29.838636, end=30.661364, pitch=71, velocity=80)
Note(start=29.838636, end=30.709091, pitch=67, velocity=80)
Note(start=29.222727, end=30.929545, pitch=53, velocity=80)
Note(start=29.211364, end=31.034091, pitch=50, velocity=80)
Note(start=31.845455, end=32.252273, pitch=67, velocity=80)
Note(start=31.647727, end=32.415909, pitch=71, velocity=80)
Note(start=31.647727, end=32.461364, pitch=74, velocity=80)
Note(start=32.125000, end=32.577273, pitch=59, velocity=80)
Note(start=32.125000, end=32.636364, pitch=55, velocity=80)
Note(start=32.600000, end=32.670455, pitch=60, velocity=80)
Note(start=31.602273, end=32.763636, pitch=48, velocity=80)
Note(start=32.588636, end=33.029545, pitch=72, velocity=80)
Note(start=33.054545, end=33.227273, pitch=55, velocity=80)
Note(start=33.054545, end=33.470455, pitch=67, velocity=80)
Note(start=33.054545, end=33.540909, pitch=71, velocity=80)
Note(start=33.040909, end=33.738636, pitch=74, velocity=80)
Note(start=33.029545, end=33.865909, pitch=48, velocity=80)
Note(start=33.425000, end=34.238636, pitch=59, velocity=80)
Note(start=33.877273, end=34.238636, pitch=72, velocity=80)
Note(start=33.379545, end=34.493182, pitch=55, velocity=80)
Note(start=34.250000, end=34.690909, pitch=67, velocity=80)
Note(start=34.272727, end=34.713636, pitch=74, velocity=80)
Note(start=34.690909, end=34.795455, pitch=66, velocity=80)
Note(start=34.272727, end=34.993182, pitch=71, velocity=80)
Note(start=34.679545, end=35.050000, pitch=54, velocity=80)
Note(start=34.156818, end=35.109091, pitch=48, velocity=80)
Note(start=35.143182, end=35.270455, pitch=66, velocity=80)
Note(start=35.143182, end=35.490909, pitch=42, velocity=80)
Note(start=35.131818, end=35.572727, pitch=76, velocity=80)
Note(start=35.120455, end=35.620455, pitch=72, velocity=80)
Note(start=35.595455, end=35.643182, pitch=66, velocity=80)
Note(start=34.643182, end=35.688636, pitch=57, velocity=80)
Note(start=35.109091, end=35.725000, pitch=54, velocity=80)
Note(start=35.595455, end=35.945455, pitch=71, velocity=80)
Note(start=35.606818, end=35.956818, pitch=59, velocity=80)
Note(start=36.050000, end=36.118182, pitch=81, velocity=80)
Note(start=35.490909, end=36.211364, pitch=47, velocity=80)
Note(start=36.036364, end=36.386364, pitch=69, velocity=80)
Note(start=36.036364, end=36.420455, pitch=54, velocity=80)
Note(start=36.490909, end=36.872727, pitch=66, velocity=80)
Note(start=36.490909, end=36.943182, pitch=54, velocity=80)
Note(start=36.025000, end=36.943182, pitch=57, velocity=80)
Note(start=36.977273, end=37.186364, pitch=76, velocity=80)
Note(start=37.372727, end=37.465909, pitch=71, velocity=80)
Note(start=36.909091, end=37.743182, pitch=45, velocity=80)
Note(start=36.965909, end=37.825000, pitch=64, velocity=80)
Note(start=37.361364, end=38.359091, pitch=52, velocity=80)
Note(start=37.361364, end=38.381818, pitch=55, velocity=80)
Note(start=38.638636, end=38.718182, pitch=43, velocity=80)
Note(start=38.220455, end=39.045455, pitch=45, velocity=80)
Note(start=38.638636, end=39.079545, pitch=64, velocity=80)
Note(start=39.056818, end=39.136364, pitch=71, velocity=80)
Note(start=39.056818, end=39.915909, pitch=66, velocity=80)
Note(start=38.627273, end=39.938636, pitch=52, velocity=80)
Note(start=38.615909, end=40.125000, pitch=55, velocity=80)
Note(start=40.286364, end=40.925000, pitch=50, velocity=80)
Note(start=40.320455, end=40.947727, pitch=69, velocity=80)
Note(start=40.925000, end=41.122727, pitch=45, velocity=80)
Note(start=40.879545, end=41.179545, pitch=73, velocity=80)
Note(start=41.284091, end=41.552273, pitch=73, velocity=80)
Note(start=41.656818, end=41.702273, pitch=49, velocity=80)
Note(start=40.868182, end=41.750000, pitch=57, velocity=80)
Note(start=40.868182, end=41.761364, pitch=61, velocity=80)
Note(start=41.738636, end=41.806818, pitch=69, velocity=80)
Note(start=42.168182, end=42.236364, pitch=73, velocity=80)
Note(start=41.713636, end=42.434091, pitch=50, velocity=80)
Note(start=42.190909, end=42.572727, pitch=71, velocity=80)
Note(start=42.609091, end=42.770455, pitch=73, velocity=80)
Note(start=42.631818, end=42.781818, pitch=76, velocity=80)
Note(start=42.202273, end=42.934091, pitch=69, velocity=80)
Note(start=42.609091, end=43.315909, pitch=72, velocity=80)
Note(start=42.143182, end=43.363636, pitch=61, velocity=80)
Note(start=42.168182, end=43.409091, pitch=57, velocity=80)
Note(start=43.584091, end=44.188636, pitch=71, velocity=80)
Note(start=43.595455, end=44.256818, pitch=74, velocity=80)
Note(start=43.572727, end=44.350000, pitch=48, velocity=80)
Note(start=44.431818, end=44.768182, pitch=67, velocity=80)
Note(start=44.409091, end=44.790909, pitch=72, velocity=80)
Note(start=44.002273, end=44.802273, pitch=59, velocity=80)
Note(start=44.850000, end=45.231818, pitch=67, velocity=80)
Note(start=44.838636, end=45.302273, pitch=71, velocity=80)
Note(start=44.838636, end=45.545455, pitch=74, velocity=80)
Note(start=44.722727, end=45.615909, pitch=48, velocity=80)
Note(start=45.220455, end=46.056818, pitch=59, velocity=80)
Note(start=45.697727, end=46.056818, pitch=72, velocity=80)
Note(start=43.990909, end=46.288636, pitch=55, velocity=80)
Note(start=46.127273, end=46.556818, pitch=48, velocity=80)
Note(start=46.579545, end=46.650000, pitch=66, velocity=80)
Note(start=46.127273, end=46.788636, pitch=74, velocity=80)
Note(start=46.115909, end=46.834091, pitch=71, velocity=80)
Note(start=46.950000, end=47.054545, pitch=60, velocity=80)
Note(start=46.961364, end=47.218182, pitch=76, velocity=80)
Note(start=46.568182, end=47.415909, pitch=54, velocity=80)
Note(start=46.531818, end=47.415909, pitch=57, velocity=80)
Note(start=46.950000, end=47.427273, pitch=72, velocity=80)
Note(start=47.415909, end=47.856818, pitch=71, velocity=80)
Note(start=47.820455, end=48.134091, pitch=69, velocity=80)
Note(start=47.345455, end=48.159091, pitch=47, velocity=80)
Note(start=48.263636, end=48.540909, pitch=66, velocity=80)
Note(start=47.809091, end=48.668182, pitch=54, velocity=80)
Note(start=47.820455, end=48.668182, pitch=57, velocity=80)
Note(start=49.122727, end=49.168182, pitch=71, velocity=80)
Note(start=48.679545, end=49.190909, pitch=76, velocity=80)
Note(start=49.134091, end=49.227273, pitch=67, velocity=80)
Note(start=48.656818, end=49.481818, pitch=45, velocity=80)
Note(start=48.645455, end=49.609091, pitch=64, velocity=80)
Note(start=49.097727, end=50.202273, pitch=55, velocity=80)
Note(start=49.109091, end=50.281818, pitch=52, velocity=80)
Note(start=51.688636, end=51.838636, pitch=76, velocity=80)
Note(start=51.688636, end=52.290909, pitch=67, velocity=80)
Note(start=51.095455, end=52.429545, pitch=45, velocity=80)
Note(start=51.663636, end=52.429545, pitch=64, velocity=80)
Note(start=51.663636, end=52.454545, pitch=52, velocity=80)
Note(start=51.652273, end=52.652273, pitch=55, velocity=80)
Note(start=52.859091, end=53.788636, pitch=45, velocity=80)
Note(start=52.872727, end=53.904545, pitch=66, velocity=80)
Note(start=54.334091, end=54.415909, pitch=81, velocity=80)
Note(start=54.300000, end=54.995455, pitch=50, velocity=80)
Note(start=54.322727, end=55.113636, pitch=69, velocity=80)
Note(start=54.995455, end=55.379545, pitch=73, velocity=80)
Note(start=55.461364, end=55.693182, pitch=73, velocity=80)
Note(start=54.984091, end=56.063636, pitch=61, velocity=80)
Note(start=54.995455, end=56.204545, pitch=57, velocity=80)
Note(start=55.925000, end=57.365909, pitch=50, velocity=80)
End time:57.365909090909085
tempo changes:(array([0.]), array([120.]))
