Note(start=1.134375, end=3.115625, pitch=67, velocity=54)
Note(start=34.367708, end=35.151562, pitch=48, velocity=36)
Note(start=35.277083, end=35.513021, pitch=57, velocity=61)
Note(start=35.268229, end=35.535938, pitch=72, velocity=60)
Note(start=35.280729, end=35.571354, pitch=54, velocity=43)
Note(start=35.715625, end=36.120312, pitch=71, velocity=67)
Note(start=35.689583, end=36.179167, pitch=47, velocity=59)
Note(start=36.075000, end=36.318750, pitch=69, velocity=57)
Note(start=36.117708, end=36.389583, pitch=57, velocity=38)
Note(start=36.117188, end=36.446875, pitch=54, velocity=27)
Note(start=36.516667, end=36.698958, pitch=57, velocity=49)
Note(start=36.522917, end=36.760937, pitch=66, velocity=43)
Note(start=36.519271, end=36.767187, pitch=54, velocity=27)
Note(start=36.958333, end=37.621354, pitch=64, velocity=54)
Note(start=36.965104, end=37.627083, pitch=45, velocity=39)
Note(start=37.398958, end=37.645313, pitch=55, velocity=35)
Note(start=37.397396, end=37.671875, pitch=52, velocity=31)
Note(start=37.820833, end=38.084896, pitch=55, velocity=52)
Note(start=37.817708, end=38.121875, pitch=52, velocity=45)
Note(start=38.257292, end=38.733854, pitch=45, velocity=41)
Note(start=38.646354, end=38.892187, pitch=55, velocity=42)
Note(start=38.650521, end=38.901562, pitch=64, velocity=44)
Note(start=38.648958, end=38.913021, pitch=52, velocity=38)
Note(start=39.063542, end=39.255729, pitch=66, velocity=37)
Note(start=39.054167, end=39.268750, pitch=55, velocity=51)
Note(start=39.062500, end=39.277604, pitch=52, velocity=46)
Note(start=39.651562, end=40.285417, pitch=69, velocity=60)
Note(start=39.655208, end=40.311979, pitch=50, velocity=64)
Note(start=40.158854, end=40.358854, pitch=57, velocity=33)
Note(start=40.114063, end=40.381250, pitch=61, velocity=48)
Note(start=40.577604, end=40.833333, pitch=57, velocity=49)
Note(start=40.535938, end=40.855208, pitch=61, velocity=53)
Note(start=41.034375, end=41.630208, pitch=50, velocity=57)
Note(start=41.453646, end=41.691667, pitch=71, velocity=49)
Note(start=41.455208, end=41.697396, pitch=69, velocity=55)
Note(start=41.463021, end=41.711979, pitch=57, velocity=38)
Note(start=41.436979, end=41.721354, pitch=61, velocity=49)
Note(start=41.886979, end=42.102604, pitch=72, velocity=44)
Note(start=41.868229, end=42.104167, pitch=69, velocity=61)
Note(start=41.910938, end=42.132812, pitch=57, velocity=37)
Note(start=41.861979, end=42.157292, pitch=61, velocity=43)
Note(start=42.624479, end=43.247917, pitch=71, velocity=64)
Note(start=42.632292, end=43.283333, pitch=74, velocity=58)
Note(start=42.611979, end=43.330729, pitch=48, velocity=68)
Note(start=43.058333, end=43.342188, pitch=59, velocity=50)
Note(start=43.055729, end=43.422396, pitch=55, velocity=38)
Note(start=43.489063, end=43.714583, pitch=72, velocity=49)
Note(start=43.510417, end=43.762500, pitch=59, velocity=55)
Note(start=43.491146, end=43.784375, pitch=55, velocity=33)
Note(start=43.919792, end=44.589062, pitch=71, velocity=47)
Note(start=43.936979, end=44.593229, pitch=48, velocity=47)
Note(start=44.377604, end=44.594792, pitch=59, velocity=51)
Note(start=44.372396, end=44.614063, pitch=55, velocity=45)
Note(start=43.944792, end=44.623438, pitch=74, velocity=43)
Note(start=44.771875, end=45.011979, pitch=72, velocity=45)
Note(start=44.770833, end=45.072917, pitch=59, velocity=49)
Note(start=44.761458, end=45.092188, pitch=55, velocity=35)
Note(start=45.231771, end=45.794271, pitch=71, velocity=52)
Note(start=45.243750, end=45.802604, pitch=74, velocity=47)
Note(start=45.669792, end=45.924479, pitch=57, velocity=52)
Note(start=45.694271, end=45.929167, pitch=54, velocity=42)
Note(start=45.233333, end=45.956250, pitch=48, velocity=42)
Note(start=46.091667, end=46.294271, pitch=72, velocity=50)
Note(start=46.090625, end=46.321875, pitch=57, velocity=60)
Note(start=46.093229, end=46.385937, pitch=54, velocity=41)
Note(start=46.541146, end=46.796875, pitch=71, velocity=61)
Note(start=46.498958, end=46.905729, pitch=47, velocity=51)
Note(start=46.879688, end=47.072396, pitch=69, velocity=60)
Note(start=46.938021, end=47.157292, pitch=57, velocity=37)
Note(start=46.917708, end=47.166667, pitch=54, velocity=25)
Note(start=47.311458, end=47.497917, pitch=57, velocity=40)
Note(start=47.332292, end=47.538021, pitch=66, velocity=39)
Note(start=47.304167, end=47.558854, pitch=54, velocity=26)
Note(start=47.758333, end=48.390625, pitch=45, velocity=51)
Note(start=48.159896, end=48.390625, pitch=55, velocity=42)
Note(start=48.155208, end=48.419792, pitch=52, velocity=37)
Note(start=47.742708, end=48.464062, pitch=64, velocity=44)
Note(start=48.560417, end=48.845833, pitch=55, velocity=48)
Note(start=48.559896, end=48.897917, pitch=52, velocity=41)
Note(start=49.390104, end=49.613542, pitch=64, velocity=52)
Note(start=49.020313, end=49.625521, pitch=45, velocity=38)
Note(start=49.375000, end=49.719271, pitch=55, velocity=49)
Note(start=49.378646, end=49.730208, pitch=52, velocity=46)
Note(start=49.821354, end=50.219792, pitch=66, velocity=39)
Note(start=49.822396, end=50.241146, pitch=55, velocity=54)
Note(start=49.820833, end=50.267708, pitch=52, velocity=43)
Note(start=51.166146, end=52.242188, pitch=69, velocity=65)
Note(start=51.156771, end=52.323437, pitch=50, velocity=45)
Note(start=52.114583, end=52.460417, pitch=61, velocity=39)
Note(start=52.681771, end=52.972917, pitch=57, velocity=24)
Note(start=52.594271, end=52.988021, pitch=61, velocity=46)
Note(start=53.151042, end=53.842708, pitch=50, velocity=33)
Note(start=53.621875, end=53.981771, pitch=57, velocity=37)
Note(start=53.606771, end=53.993750, pitch=61, velocity=41)
Note(start=54.171875, end=55.208854, pitch=57, velocity=42)
Note(start=54.127604, end=55.247396, pitch=61, velocity=53)
End time:55.247395833333336
tempo changes:(array([0.]), array([120.]))
