Note(start=1.300000, end=2.647727, pitch=67, velocity=80)
Note(start=11.447727, end=11.750000, pitch=64, velocity=80)
Note(start=11.006818, end=11.784091, pitch=55, velocity=80)
Note(start=11.029545, end=11.806818, pitch=52, velocity=80)
Note(start=11.806818, end=12.318182, pitch=66, velocity=80)
Note(start=11.818182, end=12.445455, pitch=43, velocity=80)
Note(start=12.213636, end=12.504545, pitch=62, velocity=80)
Note(start=12.190909, end=12.515909, pitch=50, velocity=80)
Note(start=12.179545, end=12.538636, pitch=67, velocity=80)
Note(start=12.584091, end=12.897727, pitch=50, velocity=80)
Note(start=12.213636, end=12.911364, pitch=54, velocity=80)
Note(start=12.572727, end=12.911364, pitch=69, velocity=80)
Note(start=12.956818, end=13.665909, pitch=71, velocity=80)
Note(start=12.979545, end=13.711364, pitch=48, velocity=80)
Note(start=13.804545, end=14.059091, pitch=69, velocity=80)
Note(start=13.340909, end=14.118182, pitch=59, velocity=80)
Note(start=13.340909, end=14.140909, pitch=55, velocity=80)
Note(start=14.186364, end=14.279545, pitch=76, velocity=80)
Note(start=14.559091, end=14.745455, pitch=52, velocity=80)
Note(start=14.570455, end=14.802273, pitch=71, velocity=80)
Note(start=14.547727, end=14.861364, pitch=59, velocity=80)
Note(start=14.163636, end=14.940909, pitch=48, velocity=80)
Note(start=14.965909, end=15.093182, pitch=67, velocity=80)
Note(start=14.929545, end=15.138636, pitch=71, velocity=80)
Note(start=14.175000, end=15.175000, pitch=64, velocity=80)
Note(start=14.559091, end=15.290909, pitch=55, velocity=80)
Note(start=14.906818, end=15.290909, pitch=59, velocity=80)
Note(start=15.743182, end=15.918182, pitch=66, velocity=80)
Note(start=15.372727, end=15.986364, pitch=71, velocity=80)
Note(start=15.313636, end=16.022727, pitch=48, velocity=80)
Note(start=15.325000, end=16.056818, pitch=60, velocity=80)
Note(start=16.127273, end=16.463636, pitch=69, velocity=80)
Note(start=15.684091, end=16.475000, pitch=57, velocity=80)
Note(start=15.731818, end=16.520455, pitch=54, velocity=80)
Note(start=16.520455, end=16.729545, pitch=74, velocity=80)
Note(start=16.509091, end=16.904545, pitch=62, velocity=80)
Note(start=16.520455, end=17.065909, pitch=47, velocity=80)
Note(start=16.811364, end=17.206818, pitch=69, velocity=80)
Note(start=17.263636, end=17.438636, pitch=69, velocity=80)
Note(start=17.252273, end=17.565909, pitch=66, velocity=80)
Note(start=16.834091, end=17.588636, pitch=57, velocity=80)
Note(start=16.893182, end=17.600000, pitch=54, velocity=80)
Note(start=17.659091, end=18.261364, pitch=67, velocity=80)
Note(start=18.040909, end=18.379545, pitch=64, velocity=80)
Note(start=18.006818, end=18.390909, pitch=55, velocity=80)
Note(start=17.659091, end=18.402273, pitch=45, velocity=80)
Note(start=18.029545, end=18.402273, pitch=52, velocity=80)
Note(start=18.470455, end=18.772727, pitch=64, velocity=80)
Note(start=18.459091, end=18.795455, pitch=55, velocity=80)
Note(start=18.459091, end=18.831818, pitch=52, velocity=80)
Note(start=18.913636, end=19.052273, pitch=55, velocity=80)
Note(start=18.888636, end=19.190909, pitch=62, velocity=80)
Note(start=18.843182, end=19.515909, pitch=66, velocity=80)
Note(start=19.295455, end=19.597727, pitch=50, velocity=80)
Note(start=18.854545, end=19.631818, pitch=43, velocity=80)
Note(start=19.713636, end=19.956818, pitch=50, velocity=80)
Note(start=19.643182, end=19.956818, pitch=64, velocity=80)
Note(start=19.238636, end=19.993182, pitch=54, velocity=80)
Note(start=20.027273, end=20.595455, pitch=67, velocity=80)
Note(start=20.445455, end=20.665909, pitch=57, velocity=80)
Note(start=20.038636, end=20.688636, pitch=79, velocity=80)
Note(start=20.027273, end=20.770455, pitch=45, velocity=80)
Note(start=20.386364, end=20.781818, pitch=52, velocity=80)
Note(start=20.852273, end=20.945455, pitch=76, velocity=80)
Note(start=20.840909, end=21.397727, pitch=52, velocity=80)
Note(start=20.386364, end=21.409091, pitch=55, velocity=80)
Note(start=20.840909, end=21.581818, pitch=64, velocity=80)
Note(start=21.675000, end=22.511364, pitch=57, velocity=80)
Note(start=21.663636, end=22.650000, pitch=66, velocity=80)
Note(start=22.988636, end=23.579545, pitch=55, velocity=80)
Note(start=22.963636, end=23.859091, pitch=62, velocity=80)
Note(start=22.988636, end=23.859091, pitch=67, velocity=80)
Note(start=23.590909, end=24.472727, pitch=69, velocity=80)
Note(start=24.415909, end=25.043182, pitch=66, velocity=80)
Note(start=24.972727, end=25.240909, pitch=67, velocity=80)
Note(start=24.393182, end=25.518182, pitch=43, velocity=80)
Note(start=24.950000, end=25.518182, pitch=50, velocity=80)
Note(start=24.950000, end=25.529545, pitch=55, velocity=80)
Note(start=25.506818, end=25.865909, pitch=67, velocity=80)
Note(start=26.400000, end=26.622727, pitch=62, velocity=80)
Note(start=26.006818, end=26.981818, pitch=55, velocity=80)
Note(start=25.984091, end=27.156818, pitch=67, velocity=80)
Note(start=26.400000, end=27.225000, pitch=50, velocity=80)
Note(start=25.970455, end=27.318182, pitch=43, velocity=80)
Note(start=27.411364, end=28.236364, pitch=66, velocity=80)
Note(start=27.875000, end=28.420455, pitch=62, velocity=80)
Note(start=27.818182, end=28.468182, pitch=50, velocity=80)
Note(start=28.431818, end=28.700000, pitch=79, velocity=80)
Note(start=27.875000, end=28.745455, pitch=55, velocity=80)
Note(start=28.409091, end=28.781818, pitch=67, velocity=80)
Note(start=27.400000, end=28.815909, pitch=43, velocity=80)
Note(start=29.025000, end=29.559091, pitch=55, velocity=80)
Note(start=29.002273, end=29.895455, pitch=67, velocity=80)
Note(start=29.629545, end=30.093182, pitch=69, velocity=80)
Note(start=29.629545, end=30.209091, pitch=62, velocity=80)
Note(start=29.593182, end=30.254545, pitch=53, velocity=80)
Note(start=29.618182, end=30.279545, pitch=50, velocity=80)
Note(start=30.336364, end=30.813636, pitch=62, velocity=80)
Note(start=30.336364, end=30.813636, pitch=65, velocity=80)
Note(start=30.325000, end=31.045455, pitch=71, velocity=80)
Note(start=28.990909, end=31.068182, pitch=43, velocity=80)
Note(start=30.336364, end=31.288636, pitch=53, velocity=80)
Note(start=30.325000, end=31.311364, pitch=50, velocity=80)
Note(start=31.811364, end=32.506818, pitch=71, velocity=80)
Note(start=31.845455, end=32.565909, pitch=74, velocity=80)
Note(start=32.300000, end=32.704545, pitch=59, velocity=80)
Note(start=32.820455, end=32.879545, pitch=60, velocity=80)
Note(start=32.809091, end=33.134091, pitch=72, velocity=80)
Note(start=32.786364, end=33.181818, pitch=59, velocity=80)
Note(start=32.322727, end=33.204545, pitch=55, velocity=80)
Note(start=33.286364, end=33.622727, pitch=48, velocity=80)
Note(start=33.275000, end=33.888636, pitch=71, velocity=80)
Note(start=33.275000, end=34.029545, pitch=74, velocity=80)
Note(start=33.622727, end=34.075000, pitch=59, velocity=80)
Note(start=34.145455, end=34.493182, pitch=72, velocity=80)
Note(start=33.645455, end=34.538636, pitch=55, velocity=80)
Note(start=34.109091, end=34.552273, pitch=59, velocity=80)
Note(start=34.527273, end=35.004545, pitch=48, velocity=80)
Note(start=34.609091, end=35.004545, pitch=55, velocity=80)
Note(start=34.575000, end=35.120455, pitch=71, velocity=80)
Note(start=34.586364, end=35.270455, pitch=74, velocity=80)
Note(start=35.015909, end=35.804545, pitch=57, velocity=80)
Note(start=35.479545, end=35.815909, pitch=72, velocity=80)
Note(start=35.038636, end=35.852273, pitch=54, velocity=80)
Note(start=35.909091, end=36.293182, pitch=71, velocity=80)
Note(start=35.909091, end=36.338636, pitch=59, velocity=80)
Note(start=35.840909, end=36.409091, pitch=47, velocity=80)
Note(start=36.234091, end=36.595455, pitch=69, velocity=80)
Note(start=36.711364, end=36.815909, pitch=69, velocity=80)
Note(start=36.270455, end=36.988636, pitch=57, velocity=80)
Note(start=36.688636, end=37.036364, pitch=66, velocity=80)
Note(start=36.259091, end=37.070455, pitch=54, velocity=80)
Note(start=37.140909, end=37.790909, pitch=57, velocity=80)
Note(start=37.118182, end=37.895455, pitch=45, velocity=80)
Note(start=37.118182, end=37.929545, pitch=64, velocity=80)
Note(start=38.011364, end=38.184091, pitch=64, velocity=80)
Note(start=37.547727, end=38.359091, pitch=55, velocity=80)
Note(start=37.547727, end=38.418182, pitch=52, velocity=80)
Note(start=38.440909, end=38.650000, pitch=57, velocity=80)
Note(start=38.406818, end=38.986364, pitch=45, velocity=80)
Note(start=38.811364, end=39.184091, pitch=55, velocity=80)
Note(start=38.800000, end=39.184091, pitch=64, velocity=80)
Note(start=39.240909, end=39.531818, pitch=64, velocity=80)
Note(start=39.229545, end=39.531818, pitch=66, velocity=80)
Note(start=38.800000, end=39.565909, pitch=52, velocity=80)
Note(start=39.240909, end=39.565909, pitch=55, velocity=80)
Note(start=40.275000, end=40.450000, pitch=73, velocity=80)
Note(start=39.822727, end=40.529545, pitch=69, velocity=80)
Note(start=39.811364, end=40.540909, pitch=50, velocity=80)
Note(start=40.275000, end=40.670455, pitch=57, velocity=80)
Note(start=40.750000, end=40.972727, pitch=69, velocity=80)
Note(start=40.715909, end=41.075000, pitch=73, velocity=80)
Note(start=40.738636, end=41.122727, pitch=57, velocity=80)
Note(start=40.263636, end=41.134091, pitch=61, velocity=80)
Note(start=41.193182, end=41.622727, pitch=50, velocity=80)
Note(start=41.204545, end=41.795455, pitch=62, velocity=80)
Note(start=41.645455, end=41.922727, pitch=69, velocity=80)
Note(start=41.609091, end=41.959091, pitch=71, velocity=80)
Note(start=41.634091, end=42.004545, pitch=57, velocity=80)
Note(start=42.086364, end=42.365909, pitch=72, velocity=80)
Note(start=42.027273, end=42.377273, pitch=69, velocity=80)
Note(start=42.052273, end=42.422727, pitch=57, velocity=80)
Note(start=41.597727, end=42.456818, pitch=61, velocity=80)
Note(start=42.759091, end=43.211364, pitch=48, velocity=80)
Note(start=42.852273, end=43.456818, pitch=74, velocity=80)
Note(start=42.818182, end=43.479545, pitch=71, velocity=80)
Note(start=43.665909, end=43.943182, pitch=72, velocity=80)
Note(start=43.677273, end=44.002273, pitch=71, velocity=80)
Note(start=43.165909, end=44.047727, pitch=59, velocity=80)
Note(start=43.200000, end=44.070455, pitch=55, velocity=80)
Note(start=44.559091, end=44.618182, pitch=67, velocity=80)
Note(start=44.084091, end=44.756818, pitch=71, velocity=80)
Note(start=44.095455, end=44.850000, pitch=48, velocity=80)
Note(start=44.152273, end=44.861364, pitch=74, velocity=80)
Note(start=44.977273, end=45.268182, pitch=72, velocity=80)
Note(start=44.500000, end=45.372727, pitch=59, velocity=80)
Note(start=44.477273, end=45.384091, pitch=55, velocity=80)
Note(start=45.825000, end=45.975000, pitch=62, velocity=80)
Note(start=45.847727, end=46.011364, pitch=66, velocity=80)
Note(start=45.395455, end=46.022727, pitch=71, velocity=80)
Note(start=45.429545, end=46.045455, pitch=74, velocity=80)
Note(start=45.859091, end=46.056818, pitch=69, velocity=80)
Note(start=46.265909, end=46.531818, pitch=69, velocity=80)
Note(start=46.288636, end=46.568182, pitch=72, velocity=80)
Note(start=45.825000, end=46.602273, pitch=57, velocity=80)
Note(start=45.836364, end=46.672727, pitch=54, velocity=80)
Note(start=46.661364, end=47.043182, pitch=59, velocity=80)
Note(start=46.729545, end=47.054545, pitch=71, velocity=80)
Note(start=46.636364, end=47.079545, pitch=47, velocity=80)
Note(start=47.031818, end=47.334091, pitch=69, velocity=80)
Note(start=47.065909, end=47.809091, pitch=57, velocity=80)
Note(start=47.495455, end=47.809091, pitch=66, velocity=80)
Note(start=47.065909, end=47.856818, pitch=54, velocity=80)
Note(start=47.925000, end=48.111364, pitch=57, velocity=80)
Note(start=47.902273, end=48.588636, pitch=45, velocity=80)
Note(start=47.902273, end=48.693182, pitch=64, velocity=80)
Note(start=48.331818, end=49.134091, pitch=55, velocity=80)
Note(start=48.309091, end=49.179545, pitch=52, velocity=80)
Note(start=49.202273, end=49.436364, pitch=57, velocity=80)
Note(start=49.168182, end=49.852273, pitch=45, velocity=80)
Note(start=49.540909, end=49.865909, pitch=64, velocity=80)
Note(start=49.993182, end=50.411364, pitch=66, velocity=80)
Note(start=49.993182, end=50.502273, pitch=64, velocity=80)
Note(start=49.540909, end=50.550000, pitch=52, velocity=80)
Note(start=49.552273, end=50.550000, pitch=55, velocity=80)
Note(start=51.350000, end=52.454545, pitch=69, velocity=80)
Note(start=51.315909, end=52.534091, pitch=50, velocity=80)
Note(start=52.290909, end=52.652273, pitch=73, velocity=80)
Note(start=52.859091, end=53.127273, pitch=69, velocity=80)
Note(start=52.847727, end=53.243182, pitch=57, velocity=80)
Note(start=52.279545, end=53.290909, pitch=61, velocity=80)
Note(start=53.325000, end=54.020455, pitch=62, velocity=80)
Note(start=53.800000, end=54.020455, pitch=69, velocity=80)
Note(start=53.313636, end=54.045455, pitch=50, velocity=80)
Note(start=54.300000, end=54.475000, pitch=73, velocity=80)
Note(start=53.777273, end=55.438636, pitch=57, velocity=80)
Note(start=53.777273, end=55.529545, pitch=61, velocity=80)
End time:55.52954545454545
tempo changes:(array([0.]), array([120.]))
