Note(start=0.904545, end=2.322727, pitch=67, velocity=80)
Note(start=10.681818, end=11.911364, pitch=55, velocity=80)
Note(start=11.540909, end=12.190909, pitch=67, velocity=80)
Note(start=11.425000, end=12.284091, pitch=54, velocity=80)
Note(start=11.400000, end=12.352273, pitch=50, velocity=80)
Note(start=12.352273, end=12.979545, pitch=71, velocity=80)
Note(start=12.284091, end=13.095455, pitch=48, velocity=80)
Note(start=13.165909, end=13.397727, pitch=74, velocity=80)
Note(start=13.165909, end=13.770455, pitch=69, velocity=80)
Note(start=13.118182, end=14.675000, pitch=59, velocity=80)
Note(start=13.095455, end=14.720455, pitch=55, velocity=80)
Note(start=14.629545, end=15.347727, pitch=71, velocity=80)
Note(start=13.886364, end=15.372727, pitch=48, velocity=80)
Note(start=15.418182, end=16.347727, pitch=69, velocity=80)
Note(start=16.138636, end=16.834091, pitch=47, velocity=80)
Note(start=15.395455, end=16.927273, pitch=54, velocity=80)
Note(start=15.347727, end=16.927273, pitch=57, velocity=80)
Note(start=17.625000, end=17.715909, pitch=40, velocity=80)
Note(start=16.927273, end=17.715909, pitch=45, velocity=80)
Note(start=16.927273, end=17.740909, pitch=67, velocity=80)
Note(start=17.577273, end=18.275000, pitch=52, velocity=80)
Note(start=17.461364, end=18.275000, pitch=55, velocity=80)
Note(start=18.297727, end=18.622727, pitch=66, velocity=80)
Note(start=18.181818, end=18.925000, pitch=43, velocity=80)
Note(start=19.018182, end=19.295455, pitch=50, velocity=80)
Note(start=18.993182, end=19.295455, pitch=54, velocity=80)
Note(start=18.970455, end=19.295455, pitch=64, velocity=80)
Note(start=18.993182, end=19.295455, pitch=76, velocity=80)
Note(start=19.713636, end=20.086364, pitch=45, velocity=80)
Note(start=19.643182, end=20.711364, pitch=52, velocity=80)
Note(start=19.552273, end=20.759091, pitch=55, velocity=80)
Note(start=20.781818, end=21.570455, pitch=50, velocity=80)
Note(start=20.665909, end=21.663636, pitch=38, velocity=80)
Note(start=20.804545, end=21.663636, pitch=66, velocity=80)
Note(start=22.454545, end=23.034091, pitch=79, velocity=80)
Note(start=22.454545, end=24.031818, pitch=55, velocity=80)
Note(start=22.454545, end=24.031818, pitch=67, velocity=80)
Note(start=24.822727, end=25.611364, pitch=50, velocity=80)
Note(start=24.984091, end=25.611364, pitch=55, velocity=80)
Note(start=24.450000, end=25.611364, pitch=66, velocity=80)
Note(start=24.404545, end=25.659091, pitch=43, velocity=80)
Note(start=25.006818, end=27.352273, pitch=67, velocity=80)
Note(start=26.400000, end=27.654545, pitch=50, velocity=80)
Note(start=26.425000, end=27.677273, pitch=55, velocity=80)
Note(start=27.747727, end=28.629545, pitch=66, velocity=80)
Note(start=27.979545, end=28.770455, pitch=50, velocity=80)
Note(start=27.979545, end=28.770455, pitch=55, velocity=80)
Note(start=29.140909, end=29.675000, pitch=67, velocity=80)
Note(start=29.652273, end=30.115909, pitch=55, velocity=80)
Note(start=29.604545, end=30.325000, pitch=65, velocity=80)
Note(start=26.215909, end=30.347727, pitch=43, velocity=80)
Note(start=29.604545, end=30.347727, pitch=69, velocity=80)
Note(start=29.581818, end=31.415909, pitch=53, velocity=80)
Note(start=29.559091, end=31.625000, pitch=50, velocity=80)
Note(start=32.461364, end=32.715909, pitch=67, velocity=80)
Note(start=32.065909, end=32.834091, pitch=71, velocity=80)
Note(start=32.065909, end=32.902273, pitch=74, velocity=80)
Note(start=33.181818, end=33.343182, pitch=60, velocity=80)
Note(start=33.159091, end=33.506818, pitch=72, velocity=80)
Note(start=31.975000, end=34.343182, pitch=48, velocity=80)
Note(start=34.040909, end=34.877273, pitch=59, velocity=80)
Note(start=33.947727, end=35.086364, pitch=55, velocity=80)
Note(start=34.900000, end=35.086364, pitch=67, velocity=80)
Note(start=34.945455, end=35.086364, pitch=74, velocity=80)
Note(start=34.945455, end=35.595455, pitch=71, velocity=80)
Note(start=34.713636, end=36.013636, pitch=48, velocity=80)
Note(start=35.852273, end=36.061364, pitch=72, velocity=80)
Note(start=36.013636, end=36.106818, pitch=66, velocity=80)
Note(start=35.804545, end=36.200000, pitch=57, velocity=80)
Note(start=35.827273, end=36.270455, pitch=54, velocity=80)
Note(start=35.920455, end=36.663636, pitch=47, velocity=80)
Note(start=36.036364, end=36.663636, pitch=59, velocity=80)
Note(start=36.013636, end=36.663636, pitch=71, velocity=80)
Note(start=37.013636, end=37.454545, pitch=54, velocity=80)
Note(start=36.988636, end=37.454545, pitch=57, velocity=80)
Note(start=37.013636, end=37.454545, pitch=66, velocity=80)
Note(start=37.988636, end=38.172727, pitch=71, velocity=80)
Note(start=38.893182, end=39.752273, pitch=45, velocity=80)
Note(start=37.963636, end=40.611364, pitch=52, velocity=80)
Note(start=37.963636, end=40.611364, pitch=55, velocity=80)
Note(start=39.775000, end=40.611364, pitch=66, velocity=80)
Note(start=40.681818, end=41.402273, pitch=50, velocity=80)
Note(start=40.727273, end=41.402273, pitch=69, velocity=80)
Note(start=41.888636, end=42.190909, pitch=57, velocity=80)
Note(start=41.843182, end=42.190909, pitch=61, velocity=80)
Note(start=41.865909, end=42.190909, pitch=73, velocity=80)
Note(start=42.911364, end=42.979545, pitch=50, velocity=80)
Note(start=42.886364, end=42.979545, pitch=71, velocity=80)
Note(start=42.840909, end=43.259091, pitch=73, velocity=80)
Note(start=42.979545, end=43.281818, pitch=76, velocity=80)
Note(start=42.911364, end=43.584091, pitch=69, velocity=80)
Note(start=42.840909, end=43.770455, pitch=57, velocity=80)
Note(start=42.795455, end=43.770455, pitch=61, velocity=80)
Note(start=42.979545, end=43.770455, pitch=72, velocity=80)
Note(start=44.095455, end=44.559091, pitch=71, velocity=80)
Note(start=44.118182, end=44.652273, pitch=74, velocity=80)
Note(start=44.070455, end=44.838636, pitch=48, velocity=80)
Note(start=44.929545, end=45.347727, pitch=59, velocity=80)
Note(start=44.954545, end=45.347727, pitch=72, velocity=80)
Note(start=45.000000, end=45.813636, pitch=67, velocity=80)
Note(start=45.788636, end=46.672727, pitch=59, velocity=80)
Note(start=46.811364, end=46.927273, pitch=48, velocity=80)
Note(start=44.929545, end=46.927273, pitch=55, velocity=80)
Note(start=46.927273, end=47.065909, pitch=66, velocity=80)
Note(start=46.811364, end=47.345455, pitch=74, velocity=80)
Note(start=46.788636, end=47.438636, pitch=71, velocity=80)
Note(start=46.927273, end=47.809091, pitch=54, velocity=80)
Note(start=46.927273, end=47.809091, pitch=57, velocity=80)
Note(start=47.670455, end=47.856818, pitch=72, velocity=80)
Note(start=47.715909, end=48.506818, pitch=47, velocity=80)
Note(start=47.879545, end=48.506818, pitch=59, velocity=80)
Note(start=47.809091, end=48.506818, pitch=71, velocity=80)
Note(start=48.715909, end=49.272727, pitch=66, velocity=80)
Note(start=48.668182, end=49.295455, pitch=54, velocity=80)
Note(start=48.622727, end=49.295455, pitch=57, velocity=80)
Note(start=49.643182, end=49.736364, pitch=71, velocity=80)
Note(start=49.668182, end=49.852273, pitch=67, velocity=80)
Note(start=49.668182, end=50.086364, pitch=45, velocity=80)
Note(start=49.620455, end=50.875000, pitch=52, velocity=80)
Note(start=49.597727, end=50.875000, pitch=55, velocity=80)
Note(start=52.406818, end=52.477273, pitch=76, velocity=80)
Note(start=52.406818, end=52.847727, pitch=67, velocity=80)
Note(start=52.361364, end=53.104545, pitch=64, velocity=80)
Note(start=52.384091, end=53.127273, pitch=45, velocity=80)
Note(start=52.361364, end=53.150000, pitch=52, velocity=80)
Note(start=52.338636, end=53.243182, pitch=55, velocity=80)
Note(start=53.243182, end=54.240909, pitch=45, velocity=80)
Note(start=53.243182, end=54.475000, pitch=66, velocity=80)
Note(start=56.006818, end=56.402273, pitch=73, velocity=80)
Note(start=55.984091, end=56.425000, pitch=61, velocity=80)
Note(start=56.006818, end=56.702273, pitch=57, velocity=80)
